# RA           DEC         
  352.222875   5.232194    
  29.296917    -0.868833   
  159.9655     64.529667   
  359.601833   -0.171139   
  14.067208    0.559694    
  359.554333   -0.140417   
  229.990375   -25.03475   
  158.418      57.715528   
  158.44475    57.715194   
  24.26        -35.173694  
  139.693083   21.3155     
  162.449958   58.657694   
  214.688      68.041639   
  249.261417   18.550611   
  249.262875   18.550361   
  186.433958   0.544972    
  26.828083    -38.890833  
  134.7085     17.110361   
  95.233167    -39.271278  
  211.305292   9.302056    
  170.049083   -0.303583   
  48.881292    -3.454056   
  175.060542   -0.439889   
  136.137333   14.622889   
  10.876208    0.001944    
  215.003458   6.577444    
  157.823      50.865722   
  157.825125   50.865528   
  157.829167   50.865833   
  80.52825     -48.281639  
  163.835875   -5.0085     
  138.986917   29.496722   
  227.550208   33.53675    
  115.468833   74.217333   
  355.932042   -15.269222  
  167.69725    44.084917   
  157.080583   24.051056   
  125.749125   40.669861   
  191.684833   56.848667   
  206.144042   33.956778   
  191.938292   34.113028   
  166.871125   52.352861   
  143.053292   28.653028   
  169.462083   41.365833   
  213.729667   28.320667   
  251.899125   27.072389   
  17.716458    33.168556   
  30.037292    31.446639   
  267.946833   23.100222   
  267.928583   23.088833   
  51.599375    -21.348722  
  344.540833   -2.378528   
  221.89225    -0.309611   
  195.266      59.014444   
  83.122083    -11.558861  
  25.221083    -54.554861  
  14.427292    30.369972   
  211.179375   43.477778   
  193.322333   31.126028   
  211.151167   43.4795     
  193.312292   31.125333   
  202.55325    33.800306   
  353.539583   39.348361   
  102.972625   74.445861   
  218.8195     19.186444   
  218.809542   19.242833   
  158.464625   0.7625      
  172.583625   1.000889    
  205.279667   -0.846056   
  1.196333     0.10525     
  156.893958   -3.33025    
  10.175583    -27.435056  
  37.403292    -29.64525   
  172.723083   -3.819167   
  174.025125   -3.694861   
  197.204375   21.423056   
  197.205375   21.42375    
  197.209417   21.424556   
  197.193292   21.479528   
  16.775333    14.1615     
  175.030792   3.148139    
  209.286042   65.410278   
  218.721125   3.618389    
  209.352292   65.389722   
  38.758667    3.74875     
  53.15725     -8.910222   
  65.311083    -48.638417  
  157.141042   0.019167    
  183.952708   52.543944   
  119.514917   39.315917   
  145.142958   3.604139    
  158.51575    60.004361   
  308.298292   -2.044389   
  224.862083   -16.72075   
  185.424708   14.626972   
  179.637583   43.975694   
  179.635625   43.975139   
  40.294042    -8.271      
  327.965458   14.128306   
  342.870667   18.829278   
  152.940708   46.443972   
  121.764542   -76.518528  
  187.72       11.030361   
  187.720125   11.03025    
  191.89775    67.416944   
  162.001542   74.353556   
  48.264417    -2.703639   
  73.338208    4.082333    
  45.974708    -1.124667   
  218.681417   -32.814389  
  69.113625    -10.394333  
  77.817292    -34.408917  
  115.678458   65.148806   
  233.915792   73.424139   
  73.207042    -3.23575    
  338.807792   -25.968111  
  50.438708    16.849611   
  178.471125   52.325417   
  238.998333   78.55675    
  147.2175     -13.169472  
  15.002167    31.813056   
  23.459       -36.480639  
  43.823125    -0.201111   
  55.54075     -21.26075   
  79.93175     -32.666417  
  137.73475    45.477528   
  140.936208   22.880417   
  162.387875   22.937389   
  176.163708   79.674917   
  189.7255     -27.279694  
  196.006208   53.763056   
  197.277125   11.605722   
  211.3185     25.954583   
  211.31725    25.955972   
  353.333833   15.390306   
  67.894208    -5.068111   
  67.938708    -5.1035     
  220.062125   2.768417    
  167.292083   61.425306   
  19.748083    0.645889    
  158.149708   65.012194   
  195.887125   -24.30575   
  137.0535     39.733667   
  136.383833   34.103611   
  248.113708   78.225167   
  248.110917   78.224056   
  226.023333   -2.778222   
  133.693792   20.135639   
  32.639875    -39.495972  
  140.067625   30.469611   
  185.502583   75.332833   
  185.50275    75.332806   
  185.503667   75.332806   
  202.666292   25.1255     
  316.97025    6.356667    
  234.247458   53.512333   
  224.839833   49.501056   
  122.778625   50.097167   
  208.216125   -28.460833  
  229.17125    7.046389    
  229.171625   7.045694    
  229.17175    7.046361    
  229.171958   7.046528    
  229.171      7.046361    
  229.171333   7.046417    
  229.171875   7.046361    
  229.170917   7.04625     
  252.798458   4.968222    
  252.799208   4.968861    
  252.799208   4.969111    
  14.688667    -36.109     
  216.77575    60.450694   
  18.094292    2.479917    
  200.282458   -11.630917  
  39.555125    -27.734306  
  51.378875    -6.161333   
  356.208792   9.211       
  189.27475    63.210861   
  225.327208   42.315444   
  197.878667   22.029639   
  135.165917   20.888028   
  41.739125    -1.009889   
  53.644875    0.08525     
  141.648875   36.427611   
  323.344875   -42.924944  
  323.639458   -42.517611  
  7.609875     26.317167   
  7.655833     26.307306   
  154.534083   0.071917    
  192.619875   0.2015      
  239.725833   2.837222    
  122.677542   48.181306   
  136.613042   0.938611    
  226.970833   1.165472    
  154.521417   0.128861    
  186.621667   31.195611   
  197.201167   21.422889   
  197.202833   21.422667   
  197.205625   21.423861   
  197.196417   21.48       
  197.207208   21.423694   
  51.9575      2.582       
  198.052583   23.361083   
  198.052333   23.36175    
  198.049958   23.360806   
  64.379292    -62.809861  
  91.932958    -61.804028  
  188.927333   26.49525    
  7.3435       -0.197861   
  226.558375   3.115611    
  24.960208    -9.227528   
  130.419792   54.891306   
  262.908583   37.062972   
  262.906583   37.062667   
  246.791625   49.901472   
  114.314917   30.583222   
  4.393042     -0.954306   
  126.130542   38.031583   
  2.762583     0.8615      
  4.34425      -0.923667   
  44.40125     6.042944    
  117.13175    55.841194   
  222.372083   63.246639   
  188.476333   15.463417   
  327.62725    -5.732806   
  327.822625   -5.536639   
  178.371708   59.692639   
  208.737625   5.361111    
  149.076083   27.2555     
  352.759083   -36.497528  
  352.825417   -36.517111  
  270.865125   67.608      
  294.678417   -46.234611  
  242.002625   11.224361   
  348.468958   -49.643778  
  157.549292   -3.191944   
  56.403542    -41.203833  
  101.384417   -54.246139  
  149.591375   -11.088722  
  329.380667   -7.811556   
  338.596792   -37.722028  
  349.831458   -73.221278  
  125.455333   1.239       
  36.64175     -3.818917   
  35.475208    -5.485111   
  36.141708    -4.818889   
  35.475833    -4.152417   
  37.14225     -5.485556   
  36.808333    -5.485778   
  36.142042    -5.486139   
  35.809167    -5.485278   
  36.308917    -5.818611   
  35.975625    -5.818361   
  35.642542    -5.81775    
  35.309167    -5.817583   
  34.642375    -5.816861   
  34.81075     -6.148778   
  34.141625    -6.152111   
  33.642083    -4.484833   
  34.523792    -4.181694   
  34.19075     -4.182306   
  33.857542    -4.182833   
  35.023875    -3.850083   
  34.690458    -3.849806   
  34.357375    -3.849528   
  34.024208    -3.849194   
  33.690708    -3.849417   
  34.523208    -3.515583   
  34.189583    -3.517083   
  33.856167    -3.516528   
  33.523167    -3.516194   
  36.47675     -5.482917   
  17.228333    -46.478944  
  219.539625   34.209861   
  51.181042    -3.024194   
  161.220958   6.568778    
  150.45925    28.757194   
  58.974125    -42.383806  
  281.904125   -63.131222  
  280.264125   -77.170722  
  281.884      -63.353028  
  202.43775    58.444083   
  202.432708   58.443861   
  202.430875   58.445667   
  62.776375    -31.428389  
  193.663917   -12.583583  
  351.843167   -2.065889   
  76.177708    -19.632528  
  206.710458   7.817111    
  205.880542   -38.147944  
  165.908042   -12.723361  
  186.982375   -11.607     
  260.019417   58.803778   
  260.026      58.805361   
  260.028042   58.805917   
  260.033375   58.80775    
  260.055708   58.829389   
  259.962458   58.850972   
  230.027375   20.240194   
  155.470333   22.019694   
  155.481958   21.962667   
  165.521333   -1.299361   
  159.890958   39.910833   
  193.592833   26.305556   
  322.298667   -57.339556  
  154.395083   59.534833   
  119.484625   39.367556   
  128.909292   24.967083   
  323.232625   21.813417   
  324.154458   -62.410472  
  324.135542   -62.422     
  5.581167     0.264722    
  168.869125   18.082222   
  30.737667    -7.682667   
  144.83825    37.190694   
  42.298       -4.1995     
  200.940625   48.423972   
  194.302375   47.6195     
  187.254167   10.647361   
  321.545542   -44.207944  
  318.697458   6.146917    
  318.695333   6.144222    
  318.69525    6.143833    
  318.740333   6.10925     
  260.044292   26.596472   
  260.045583   26.59675    
  260.046625   26.59725    
  168.219667   13.464417   
  215.754208   19.616833   
  215.754167   19.616611   
  215.753458   19.616806   
  152.767542   53.686694   
  83.749583    -58.047889  
  83.703375    -58.056889  
  129.365833   14.945694   
  129.266167   6.197722    
  348.963      -2.392194   
  34.133458    -47.824139  
  133.6155     15.053333   
  57.554917    -50.294472  
  61.410625    -43.718306  
  270.9235     40.177361   
  20.740917    33.504083   
  43.983       19.48575    
  73.461667    -69.03325   
  217.621083   -0.159667   
  63.603375    14.293694   
  254.871958   47.020306   
  158.406167   58.215      
  254.904542   47.032      
  349.008958   -42.576694  
  198.637542   -25.2815    
  24.428667    -12.869917  
  183.56575    14.081278   
  204.401458   -1.498722   
  130.161792   38.666972   
  217.623083   -0.965694   
  119.844458   35.290806   
  145.544542   56.9765     
  198.248625   -19.491583  
  184.842625   5.853167    
  127.925833   52.782889   
  127.898917   52.77875    
  7.638542     4.846667    
  200.930167   -41.713944  
  197.889125   -5.871778   
  149.438875   65.584806   
  352.230542   14.889167   
  181.538458   -8.7935     
  149.431167   65.584056   
  215.277708   3.258833    
  319.101292   -48.345056  
  348.055542   18.743889   
  170.121875   14.32075    
  201.573833   31.931056   
  302.829208   -6.754944   
  322.613958   5.05525     
  133.713083   20.08175    
  178.826958   23.432917   
  178.825583   23.432472   
  178.410292   23.016028   
  136.382667   34.103806   
  224.352792   -1.161639   
  36.90825     -8.818306   
  242.047417   60.329222   
  4.674292     16.086389   
  140.550125   6.667222    
  146.802083   76.35875    
  309.6455     -1.413778   
  9.088417     85.230889   
  296.11575    77.084194   
  152.977625   29.723556   
  73.276       -13.080306  
  324.166958   -54.565472  
  28.708083    -8.997917   
  39.053167    11.6605     
  218.647125   -36.257611  
  340.868292   -9.612806   
  131.220917   43.007972   
  116.642917   31.04       
  150.670917   32.672417   
  170.567958   67.184167   
  17.498458    13.996083   
  155.514042   38.540028   
  192.486667   5.339556    
  155.990708   43.884222   
  51.893083    30.23625    
  211.722667   52.857278   
  149.804417   13.01575    
  13.349833    -8.752778   
  219.352292   36.595361   
  189.67775    9.488861    
  179.28625    52.790139   
  173.937542   56.978667   
  120.075625   26.639611   
  170.767042   47.024694   
  176.8225     52.423111   
  206.625792   64.362278   
  154.587833   37.350417   
  167.784333   2.451417    
  126.168083   30.016889   
  120.984292   23.782722   
  14.388       -26.289861  
  190.672667   14.274      
  110.375958   55.791028   
  110.302625   55.750083   
  220.676125   -0.637861   
  157.799667   38.150833   
  144.74725    41.444556   
  342.144917   -44.519611  
  28.161125    36.164694   
  193.281417   -9.231028   
  193.280875   -9.23125    
  246.662208   35.017778   
  246.662875   35.017722   
  236.349958   48.746139   
  236.352167   48.744556   
  356.258542   9.181361    
  240.576292   15.946583   
  55.301083    15.427083   
  352.460833   -56.121111  
  353.913625   -56.138528  
  350.205625   -55.75975   
  350.880667   -55.760889  
  351.552875   -55.7695    
  352.23025    -55.760889  
  352.907375   -55.761028  
  353.581167   -55.761833  
  354.25575    -55.760889  
  349.87475    -55.383639  
  350.54025    -55.38975   
  351.209458   -55.390639  
  351.873833   -55.396083  
  352.543625   -55.39475   
  353.212458   -55.394028  
  353.880333   -55.395722  
  354.549833   -55.395472  
  349.586333   -55.003639  
  350.245292   -55.010083  
  351.569042   -55.011694  
  352.230042   -55.013639  
  353.553792   -55.015472  
  354.216042   -55.015056  
  349.923458   -54.624361  
  350.577625   -54.631472  
  351.88625    -54.634639  
  352.544292   -54.633583  
  353.120875   -54.600083  
  353.856833   -54.632583  
  350.286833   -54.250667  
  350.936      -54.250417  
  352.235958   -54.254222  
  352.885167   -54.253806  
  351.548417   -55.775056  
  351.492167   -54.238944  
  25.005708    6.306111    
  334.196875   -17.912611  
  333.466083   -17.861278  
  334.163917   -17.469833  
  333.618375   -17.431306  
  333.827583   -18.076722  
  248.199792   34.062361   
  158.197083   50.403111   
  169.79475    15.509778   
  210.22325    -1.781222   
  125.188375   20.927083   
  210.212833   -1.724944   
  167.735083   66.810222   
  200.572208   -16.685167  
  158.672042   39.615806   
  91.592708    -69.84475   
  1.554167     20.217111   
  40.837083    37.362556   
  37.9275      -71.324444  
  225.25425    -10.847528  
  279.009708   59.409083   
  169.152542   29.227222   
  32.38075     35.812611   
  312.759083   -8.441667   
  23.607292    -42.982222  
  230.77825    8.580389    
  109.154208   -62.372056  
  151.013583   -6.502361   
  178.289458   -39.102889  
  334.068042   -36.859694  
  187.246583   14.006056   
  187.24575    14.006056   
  79.108958    -10.5835    
  131.145167   76.85925    
  54.725417    -35.028167  
  54.82475     -34.823222  
  55.080583    -34.976667  
  55.380167    -35.187611  
  55.439875    -35.404389  
  55.23675     -35.85775   
  54.376833    -35.752583  
  54.030042    -35.546139  
  54.263625    -35.290167  
  26.334083    -3.808111   
  17.900167    -38.092472  
  23.194167    -13.564111  
  172.950583   31.261694   
  343.347208   -14.280583  
  171.696583   2.978083    
  255.676917   47.106917   
  11.229917    -65.660222  
  270.61175    26.335083   
  197.668792   -35.084056  
  161.098792   -33.603472  
  176.430917   2.793111    
  281.336375   -63.977861  
  198.621292   -25.233444  
  194.288667   47.664917   
  301.039792   -55.708306  
  219.874125   0.233528    
  147.100375   58.396083   
  140.8165     1.056056    
  178.825708   23.432083   
  178.826625   23.433139   
  161.652375   13.722778   
  188.618      2.160056    
  193.147833   -15.445667  
  35.974125    34.23525    
  33.397667    34.291972   
  134.431792   39.729722   
  16.82825     32.430833   
  175.477417   2.295333    
  2.445833     12.751806   
  9.414792     13.352167   
  188.860958   21.313667   
  227.749708   5.733528    
  227.749667   5.733389    
  227.750167   5.733194    
  227.75575    5.734694    
  210.266208   2.851861    
  210.267583   2.852306    
  116.200042   39.461917   
  44.27125     -23.438917  
  101.91625    70.250778   
  116.236625   39.451944   
  121.582958   15.485667   
  333.48475    12.714472   
  81.00475     -12.137111  
  302.144667   -61.087139  
  62.102083    -21.070278  
  88.190917    -36.653472  
  163.558167   -5.785556   
  43.936       19.522389   
  192.276792   -11.381694  
  302.588458   -56.38975   
  5.638167     1.387583    
  21.703875    25.966278   
  40.293958    -8.271333   
  40.248667    -8.237167   
  139.303083   46.611833   
  339.148417   22.521583   
  140.928      30.495306   
  146.766208   47.330722   
  199.780542   31.176833   
  324.880292   -42.600861  
  148.383708   39.262861   
  166.505333   64.037528   
  341.371958   -46.882694  
  122.17425    39.841806   
  315.972917   -7.449278   
  218.577125   2.100972    
  33.475833    12.980861   
  140.505833   45.124944   
  120.645333   39.236639   
  351.367458   28.479667   
  36.644542    -3.814389   
  36.311167    -3.148111   
  36.477875    -5.482361   
  36.144792    -5.481944   
  35.858958    -5.513194   
  35.357292    -5.847472   
  35.023917    -5.847722   
  34.308542    -5.819444   
  35.144333    -6.149      
  34.811292    -6.148194   
  33.641583    -4.48475    
  34.141875    -4.152472   
  33.6915      -3.848167   
  34.857583    -3.515056   
  34.141833    -3.485611   
  161.417042   59.007056   
  161.416375   59.008      
  161.398042   59.008806   
  191.676125   54.505944   
  15.105208    -47.794528  
  87.100125    -47.785028  
  119.984708   23.44       
  205.307167   30.351556   
  205.308375   30.351111   
  127.532125   38.024694   
  351.1825     -56.150833  
  353.19875    -54.634944  
  352.548833   -56.150333  
  350.500333   -56.150917  
  225.285542   1.727722    
  225.284833   1.727917    
  131.938042   34.724778   
  73.375333    -42.252694  
  338.231208   -20.391722  
  37.088583    31.295722   
  187.881958   70.709444   
  179.928208   -20.018417  
  180.40625    30.023528   
  180.399292   30.08075    
  180.39075    30.07975    
  329.744167   -20.110028  
  29.227417    -17.020083  
  41.752167    -42.386111  
  141.225833   13.375833   
  171.690917   -34.397222  
  224.491375   -11.751639  
  224.49225    -11.750528  
  194.040458   -5.761694   
  168.857792   18.137917   
  334.908167   -20.342917  
  147.481625   -25.221194  
  137.676458   -9.704972   
  1.32925      -8.736139   
  248.558625   33.190389   
  142.121458   50.83825    
  228.841833   0.766917    
  187.75325    10.244778   
  248.114583   41.286389   
  158.842875   58.088222   
  160.313917   59.010167   
  160.655792   58.569917   
  162.366583   59.371139   
  162.238917   56.974778   
  161.731833   57.542694   
  160.465042   59.629889   
  259.330625   59.793417   
  7.911917     13.789306   
  223.771208   1.6735      
  248.283708   40.268806   
  138.085583   42.026917   
  160.96675    59.542333   
  202.461375   -0.864111   
  116.857167   43.794833   
  161.420042   48.793417   
  38.898583    0.196389    
  187.155667   60.599306   
  260.737833   59.845528   
  144.488333   54.435611   
  147.040792   55.318083   
  136.775708   5.401917    
  118.427708   25.001028   
  117.758083   42.245889   
  208.301333   63.734861   
  208.303208   63.734083   
  172.324125   -4.430444   
  245.5285     -1.489139   
  159.700125   53.478083   
  159.719083   53.477056   
  187.657917   41.616972   
  175.543917   26.733611   
  155.942792   0.672444    
  17.65825     -46.076778  
  65.711958    -25.105806  
  148.897667   18.122972   
  11.291833    -1.611389   
  263.487875   49.210056   
  2.839        14.752694   
  33.646625    -5.310417   
  227.57475    70.736833   
  231.050333   54.445806   
  22.098292    29.066861   
  128.75525    14.224528   
  23.838417    37.916861   
  247.023958   27.666139   
  231.05975    54.483806   
  162.09825    37.599361   
  16.200917    -26.9605    
  181.149917   58.299556   
  153.421333   6.230167    
  259.451458   19.645972   
  213.375708   79.356694   
  213.382917   79.375056   
  19.147125    -47.383     
  179.5775     26.381417   
  27.742958    -44.429222  
  14.383917    -46.811278  
  170.891      -8.685639   
  221.279167   -20.84275   
  30.300833    -6.832806   
  167.429333   -3.686167   
  168.452125   9.613833    
  171.822583   19.127139   
  174.12725    21.567833   
  181.170583   31.204083   
  181.615125   52.73725    
  182.321125   47.085417   
  185.856333   2.651972    
  203.941958   3.025306    
  219.109833   58.821194   
  228.797875   12.409      
  167.416708   -3.629361   
  81.683917    -63.732472  
  318.001583   -49.300917  
  255.38575    51.842889   
  255.377      51.846556   
  255.375792   51.847111   
  164.551625   1.576694    
  53.490125    -38.989389  
  194.972083   31.324139   
  46.59625     -9.713361   
  324.254      0.462056    
  194.974917   31.324694   
  194.967083   31.381083   
  217.971917   13.497833   
  202.318875   -31.711917  
  202.693042   -31.778278  
  202.381375   -31.477667  
  28.278375    -13.751694  
  145.585167   46.840944   
  175.998375   19.922694   
  175.827833   19.486778   
  176.309458   19.502083   
  11.035125    1.204861    
  138.015583   0.511778    
  166.682292   52.505361   
  183.435625   67.169806   
  119.633625   37.760556   
  32.38325     35.815889   
  50.336458    -37.187278  
  29.427083    -21.88975   
  28.1815      -3.430222   
  44.058333    -32.173222  
  44.06925     -32.162861  
  145.272625   34.704556   
  200.176917   4.160361    
  138.709208   4.467083    
  189.041375   19.295583   
  49.455208    -44.226806  
  49.460125    -44.220333  
  156.889792   53.651528   
  69.355708    -47.2425    
  57.941917    -36.837722  
  126.537542   26.402667   
  250.640542   39.621      
  314.945875   -42.74475   
  324.957667   -43.074972  
  327.608542   -5.749722   
  327.77525    -5.501917   
  213.067417   -34.300361  
  73.568792    -10.256417  
  3.263958     5.608583    
  353.131542   -53.982667  
  354.290917   -59.691528  
  89.90075     -52.847806  
  87.90275     -51.928583  
  176.861875   49.7445     
  347.482083   21.576389   
  38.17825     20.305972   
  38.178       20.306083   
  35.433625    -3.716806   
  196.939333   -19.423722  
  184.145458   7.433194    
  182.012833   -27.546917  
  180.980125   -4.037056   
  141.958458   30.012806   
  78.874208    -81.01825   
  326.082042   -39.579417  
  138.773917   44.077333   
  321.760083   -12.151167  
  124.067042   48.418528   
  188.833208   -13.947361  
  353.185125   -53.875722  
  352.540542   -53.875806  
  350.988417   -52.736778  
  350.0065     -53.117417  
  352.904708   -56.536444  
  30.456083    -2.208056   
  250.066875   46.684306   
  120.243875   36.033278   
  130.747833   36.338722   
  76.412708    -23.841056  
  59.221417    -40.669028  
  18.650125    -55.386528  
  131.712458   17.906778   
  191.709125   0.325333    
  20.116458    -0.097861   
  187.879083   -14.207389  
  347.856625   1.983722    
  155.909      4.213056    
  155.925167   4.159806    
  15.737958    -22.376389  
  164.035333   57.735583   
  164.0025     57.681111   
  164.0135     57.680222   
  172.324292   -4.430361   
  154.948042   45.076917   
  33.647625    19.192722   
  252.358333   53.048694   
  334.588542   -30.067417  
  7.156833     -28.296278  
  210.842458   -0.074361   
  337.66875    -39.234667  
  39.555625    -27.736028  
  42.41125     -8.599833   
  44.795833    0.17175     
  52.811292    -38.405972  
  24.958625    6.338306    
  210.417125   -11.579028  
  132.892042   63.102417   
  129.9535     51.173417   
  2.687542     29.170722   
  6.894792     26.103167   
  8.013542     18.148972   
  8.447        -7.838083   
  8.640667     2.404611    
  8.713125     2.585944    
  12.940542    27.328806   
  17.508625    32.198806   
  72.310458    -28.801389  
  77.601167    2.368917    
  80.331       -27.899444  
  82.427208    -31.728     
  92.923875    -30.600083  
  131.380875   3.423556    
  131.496792   29.737778   
  161.241083   -14.044194  
  173.317917   50.170972   
  175.426458   -19.12225   
  175.626208   58.556694   
  191.546208   -25.812222  
  194.507375   47.073111   
  196.4915     26.485833   
  202.904875   -17.640444  
  231.692208   16.763389   
  237.996958   -2.154694   
  246.457542   -8.539222   
  251.253083   1.637583    
  253.039417   55.5755     
  267.9655     44.679194   
  271.727458   29.494861   
  312.703125   1.37925     
  312.759833   2.282472    
  318.500042   13.487694   
  319.023917   -23.189917  
  323.68025    -27.122778  
  327.349917   9.840278    
  330.470042   -27.495972  
  340.444042   17.551222   
  341.377667   28.11775    
  353.580875   7.593528    
  200.711333   31.674056   
  340.494292   17.51925    
  353.582917   7.595944    
  72.370625    -28.823167  
  327.306208   9.877333    
  185.846708   2.707444    
  260.24557495 41.095943450
  99.677917    -54.001472  
  220.170458   53.476194   
  220.172792   53.477278   
  135.406417   -1.954111   
  133.705583   -1.386806   
  33.557375    -5.608528   
  233.234667   30.323778   
  337.411375   -27.913444  
  349.122333   4.104222    
  294.010458   -46.367694  
  57.466       5.843083    
  10.568333    -44.252667  
  17.095208    -16.088278  
  241.178875   1.324417    
  43.234417    -71.051     
  39.458708    -19.555194  
  324.433667   -20.692806  
  62.230375    -75.093     
  169.281417   44.198389   
  169.282417   44.198083   
  169.281667   44.199139   
  169.289875   44.199139   
  169.290667   44.200722   
  169.277292   44.253694   
  169.273458   44.252639   
  169.27275    44.253944   
  169.272083   44.253361   
  169.268708   44.253222   
  169.263583   44.251944   
  206.169417   55.879361   
  192.097958   8.459194    
  258.759125   59.476139   
  258.368458   59.193306   
  258.993292   59.100583   
  258.262125   58.763083   
  258.742875   60.252278   
  258.203292   59.921167   
  260.33575    59.853833   
  258.353292   59.2235     
  258.415      58.804722   
  152.99975    53.208639   
  316.320875   -52.545611  
  306.881958   -47.007278  
  65.732       -51.492917  
  58.061292    -54.911     
  202.386042   -31.6125    
  262.817458   6.050639    
  265.052417   12.615      
  265.043083   12.610917   
  168.835708   0.143528    
  168.972833   -0.106083   
  188.932167   -0.242528   
  215.62325    0.03125     
  36.919417    -3.31525    
  184.163625   -12.029556  
  18.2385      15.546833   
  117.027083   18.57175    
  170.422542   2.846583    
  186.809      9.355028    
  191.035292   13.067972   
  185.810542   11.319389   
  228.744708   42.075056   
  221.224208   1.982278    
  221.224375   1.982528    
  221.224583   1.982333    
  221.224792   1.982278    
  180.823833   -21.577556  
  183.0865     -18.332333  
  315.517917   -24.514472  
  0.774208     -6.07675    
  48.582208    -22.607667  
  253.0305     34.924806   
  252.6945     34.906167   
  252.2935     34.900611   
  251.878083   34.899167   
  36.712583    0.605306    
  37.118375    0.572778    
  37.495667    0.565667    
  37.819625    0.615306    
  351.61225    0.105639    
  351.974333   0.146167    
  352.33       0.162167    
  352.636917   0.162611    
  353.40225    0.115778    
  353.043417   0.113222    
  59.323708    -46.202806  
  11.570417    20.400028   
  11.579708    20.562944   
  43.997083    19.386694   
  44.044792    19.350167   
  247.479083   24.41725    
  253.489      39.738611   
  253.49       39.738194   
  253.457542   39.786556   
  253.455667   39.78625    
  216.168667   26.597222   
  216.182083   26.600417   
  333.63725    30.030722   
  162.344792   51.0785     
  162.342417   50.078889   
  162.344      51.078194   
  162.34075    51.078583   
  41.326125    -53.03925   
  34.351125    -52.767139  
  117.824      17.617444   
  117.833542   17.633361   
  303.179583   -56.374194  
  302.304792   -56.647333  
  302.574958   -56.413306  
  302.660042   -56.445139  
  302.625167   -56.423028  
  302.61425    -56.431083  
  93.526167    -33.471     
  0.797167     -1.82925    
  0.796875     -2.028611   
  13.716       -35.311722  
  151.916042   38.04       
  212.512875   41.727111   
  202.882792   11.106472   
  134.175542   5.86775     
  161.4585     4.313833    
  174.104875   7.198472    
  212.514917   41.727361   
  198.770667   51.793194   
  115.232125   55.459444   
  134.927833   56.888083   
  139.029083   46.152194   
  243.078333   52.678278   
  343.091875   -8.727083   
  55.080167    -28.659972  
  181.637917   -7.768778   
  158.016792   40.232083   
  228.815792   4.358667    
  24.958625    6.338806    
  25.006292    6.306639    
  16.181667    -66.242722  
  14.30475     -66.907556  
  8.434458     -66.671306  
  160.229375   -1.03825    
  17.037042    15.208667   
  329.333417   -7.78225    
  312.019042   -17.827417  
  224.599      -31.697056  
  224.579708   -31.641556  
  224.58025    -31.641583  
  183.442083   36.602917   
  183.442333   36.603361   
  183.432208   36.659917   
  109.8715     59.383306   
  254.327958   27.822722   
  97.625208    63.650278   
  23.6035      -29.432778  
  315.867667   -18.374861  
  315.909667   -18.353361  
  315.952083   -18.335222  
  0.442375     -34.784972  
  39.323125    -25.446833  
  334.262875   -36.963389  
  133.848417   -1.804167   
  132.4765     -1.761528   
  134.995333   -3.2255     
  37.429125    -5.88625    
  32.647792    -3.767611   
  175.549583   10.24925    
  357.197542   2.224194    
  348.97375    25.568222   
  38.231792    0.437139    
  178.407      43.488833   
  150.351458   15.79725    
  236.57675    2.388694    
  316.918958   3.896028    
  352.087833   22.433222   
  356.813083   15.580889   
  349.027042   25.537861   
  17.575667    -46.072361  
  180.180208   31.767556   
  185.579125   -0.157889   
  209.197875   10.407778   
  165.0575     8.742944    
  237.569792   24.570222   
  238.663583   34.064972   
  139.199458   28.562667   
  253.296125   23.852694   
  241.613667   27.636778   
  186.269042   5.357667    
  181.95       43.154306   
  74.4615      -69.109111  
  187.704167   1.284861    
  137.229333   14.635083   
  321.393292   19.93825    
  43.608083    -58.977472  
  59.780042    -72.096083  
  313.122333   -61.192389  
  355.189042   -61.042111  
  48.22375     8.374917    
  177.715333   -28.096333  
  87.292583    -62.088167  
  110.773167   -73.473556  
  69.513333    -54.330861  
  288.6185     -59.509361  
  180.285458   -39.915806  
  41.58625     -20.536083  
  85.718125    -36.001722  
  350.555417   28.522167   
  173.3065     -9.48875    
  19.8195      -34.197972  
  94.064167    -57.78325   
  134.049875   -7.720528   
  249.111125   3.155556    
  53.974292    -6.981639   
  10.157708    -11.735861  
  72.607667    -2.998472   
  158.630167   -17.3585    
  92.86725     -59.61475   
  92.771125    -27.588333  
  134.049542   -7.720944   
  194.495417   1.601028    
  145.40478515 -11.04213905
  118.84175    39.211917   
  232.81307983 7.4791946411
  278.342792   59.898417   
  223.58496093 16.380887985
  243.88087463 19.485250473
  244.31608581 34.926277160
  250.700958   65.543111   
  183.099708   -6.387583   
  227.930625   56.398694   
  183.088708   -6.3315     
  17.008083    -14.518083  
  3.496167     -27.17925   
  136.64112854 16.742305755
  249.57800292 28.864055633
  252.73892211 27.208250045
  29.606042    38.586611   
  86.228836059 -63.52730560
  133.183458   33.394722   
  146.52175    9.89325     
  146.52275    9.8935      
  146.523625   9.893083    
  146.523875   9.89375     
  146.524083   9.893083    
  146.524083   9.893472    
  24.841875    39.961111   
  188.869792   21.315306   
  178.600208   -35.118639  
  6.428333     -26.021639  
  247.657917   39.36025    
  40.867083    -48.555306  
  260.45663452 38.160999298
  109.369958   37.781583   
  109.369458   37.781583   
  109.369125   37.781028   
  173.086      -30.358833  
  173.075792   -30.359417  
